2025-03-06 11:36:57,423 - INFO - Starting the Game with a Board 5 x 5. Sequence: 5
2025-03-06 12:49:01,867 - INFO -             [1]
2025-03-06 12:49:01,867 - INFO -             [1]
2025-03-06 12:49:01,868 - INFO -             [1]
2025-03-06 12:49:01,868 - INFO -       - Piece: L_180 at Position: (2, 1) (Cost: 43, Heuristic: 0), None
2025-03-06 12:49:01,868 - INFO -         [2, 1]
2025-03-06 12:49:01,868 - INFO -         [0, 1]
2025-03-06 12:49:01,868 - INFO -         [0, 1]
2025-03-06 12:49:01,868 - INFO -         - Piece: L_180 at Position: (0, 2) (Cost: 59, Heuristic: 10), None
2025-03-06 12:49:01,868 - INFO -           [1, 1]
2025-03-06 12:49:01,868 - INFO -           [0, 1]
2025-03-06 12:49:01,869 - INFO -           [0, 1]
2025-03-06 12:49:01,869 - INFO -           - Piece: I at Position: (0, 2) (Cost: 46, Heuristic: 0), victory
2025-03-06 12:49:01,869 - INFO -             [1]
2025-03-06 12:49:01,869 - INFO -             [1]
2025-03-06 12:49:01,869 - INFO -             [1]
2025-03-06 12:49:01,869 - INFO -           - Piece: I at Position: (0, 4) (Cost: 46, Heuristic: 0), victory
2025-03-06 12:49:01,870 - INFO -             [1]
2025-03-06 12:49:01,870 - INFO -             [1]
2025-03-06 12:49:01,870 - INFO -             [1]
2025-03-06 12:49:01,870 - INFO -           - Piece: I at Position: (1, 2) (Cost: 36, Heuristic: 0), victory
2025-03-06 12:49:01,870 - INFO -             [1]
2025-03-06 12:49:01,870 - INFO -             [1]
2025-03-06 12:49:01,870 - INFO -             [1]
2025-03-06 12:49:01,871 - INFO -           - Piece: I at Position: (1, 4) (Cost: 41, Heuristic: 0), victory
2025-03-06 12:49:01,871 - INFO -             [1]
2025-03-06 12:49:01,871 - INFO -             [1]
2025-03-06 12:49:01,871 - INFO -             [1]
2025-03-06 12:49:01,871 - INFO -           - Piece: I at Position: (2, 2) (Cost: 26, Heuristic: 0), victory
2025-03-06 12:49:01,871 - INFO -             [1]
2025-03-06 12:49:01,871 - INFO -             [1]
2025-03-06 12:49:01,871 - INFO -             [1]
2025-03-06 12:49:01,872 - INFO -           - Piece: I at Position: (2, 4) (Cost: 36, Heuristic: 0), victory
2025-03-06 12:49:01,872 - INFO -             [1]
2025-03-06 12:49:01,872 - INFO -             [1]
2025-03-06 12:49:01,872 - INFO -             [1]
2025-03-06 12:49:01,872 - INFO -         - Piece: L_180 at Position: (0, 3) (Cost: 19, Heuristic: 0), None
2025-03-06 12:49:01,872 - INFO -           [1, 1]
2025-03-06 12:49:01,872 - INFO -           [0, 1]
2025-03-06 12:49:01,872 - INFO -           [0, 1]
2025-03-06 12:49:01,873 - INFO -           - Piece: I at Position: (1, 3) (Cost: 41, Heuristic: 30), victory
2025-03-06 12:49:01,873 - INFO -             [1]
2025-03-06 12:49:01,873 - INFO -             [1]
2025-03-06 12:49:01,873 - INFO -             [1]
2025-03-06 12:49:01,873 - INFO -           - Piece: I at Position: (2, 3) (Cost: 41, Heuristic: 30), victory
2025-03-06 12:49:01,873 - INFO -             [1]
2025-03-06 12:49:01,873 - INFO -             [1]
2025-03-06 12:49:01,874 - INFO -             [1]
2025-03-06 12:49:01,874 - INFO -         - Piece: L_180 at Position: (1, 3) (Cost: 19, Heuristic: 0), None
2025-03-06 12:49:01,874 - INFO -           [1, 1]
2025-03-06 12:49:01,874 - INFO -           [0, 1]
2025-03-06 12:49:01,874 - INFO -           [0, 1]
2025-03-06 12:49:01,874 - INFO -           - Piece: I at Position: (2, 3) (Cost: 46, Heuristic: 30), victory
2025-03-06 12:49:01,874 - INFO -             [1]
2025-03-06 12:49:01,875 - INFO -             [1]
2025-03-06 12:49:01,875 - INFO -             [1]
2025-03-06 12:49:01,875 - INFO -         - Piece: L_180 at Position: (2, 3) (Cost: 59, Heuristic: 30), None
2025-03-06 12:49:01,875 - INFO -           [1, 1]
2025-03-06 12:49:01,875 - INFO -           [0, 1]
2025-03-06 12:49:01,875 - INFO -           [0, 1]
2025-03-06 12:49:01,875 - INFO -           - Piece: I at Position: (0, 1) (Cost: 31, Heuristic: 0), victory
2025-03-06 12:49:01,875 - INFO -             [1]
2025-03-06 12:49:01,876 - INFO -             [1]
2025-03-06 12:49:01,876 - INFO -             [1]
2025-03-06 12:49:01,876 - INFO -           - Piece: I at Position: (0, 3) (Cost: 31, Heuristic: 0), victory
2025-03-06 12:49:01,876 - INFO -             [1]
2025-03-06 12:49:01,876 - INFO -             [1]
2025-03-06 12:49:01,876 - INFO -             [1]
2025-03-06 12:49:01,876 - INFO -           - Piece: I at Position: (0, 4) (Cost: 71, Heuristic: 10), victory
2025-03-06 12:49:01,876 - INFO -             [1]
2025-03-06 12:49:01,876 - INFO -             [1]
2025-03-06 12:49:01,877 - INFO -             [1]
2025-03-06 12:49:01,877 - INFO -           - Piece: I at Position: (1, 0) (Cost: 46, Heuristic: 0), victory
2025-03-06 12:49:01,877 - INFO -             [1]
2025-03-06 12:49:01,877 - INFO -             [1]
2025-03-06 12:49:01,877 - INFO -             [1]
2025-03-06 12:49:01,877 - INFO -           - Piece: I at Position: (1, 1) (Cost: 36, Heuristic: 0), victory
2025-03-06 12:49:01,877 - INFO -             [1]
2025-03-06 12:49:01,877 - INFO -             [1]
2025-03-06 12:49:01,878 - INFO -             [1]
2025-03-06 12:49:01,878 - INFO -           - Piece: I at Position: (1, 3) (Cost: 36, Heuristic: 0), victory
2025-03-06 12:49:01,878 - INFO -             [1]
2025-03-06 12:49:01,878 - INFO -             [1]
2025-03-06 12:49:01,878 - INFO -             [1]
2025-03-06 12:49:01,879 - INFO -           - Piece: I at Position: (2, 0) (Cost: 46, Heuristic: 0), victory
2025-03-06 12:49:01,879 - INFO -             [1]
2025-03-06 12:49:01,879 - INFO -             [1]
2025-03-06 12:49:01,880 - INFO -             [1]
2025-03-06 12:49:01,880 - INFO -           - Piece: I at Position: (2, 1) (Cost: 36, Heuristic: 0), victory
2025-03-06 12:49:01,880 - INFO -             [1]
2025-03-06 12:49:01,881 - INFO -             [1]
2025-03-06 12:49:01,881 - INFO -             [1]
2025-03-06 12:49:01,881 - INFO -           - Piece: I at Position: (2, 3) (Cost: 36, Heuristic: 0), victory
2025-03-06 12:49:01,881 - INFO -             [1]
2025-03-06 12:49:01,881 - INFO -             [1]
2025-03-06 12:49:01,881 - INFO -             [1]
2025-03-06 12:49:01,882 - INFO -       - Piece: L_180 at Position: (2, 2) (Cost: 43, Heuristic: 0), None
2025-03-06 12:49:01,882 - INFO -         [2, 1]
2025-03-06 12:49:01,882 - INFO -         [0, 1]
2025-03-06 12:49:01,882 - INFO -         [0, 1]
2025-03-06 12:49:01,882 - INFO -         - Piece: L_180 at Position: (0, 3) (Cost: 24, Heuristic: 0), None
2025-03-06 12:49:01,882 - INFO -           [1, 1]
2025-03-06 12:49:01,882 - INFO -           [0, 1]
2025-03-06 12:49:01,882 - INFO -           [0, 1]
2025-03-06 12:49:01,882 - INFO -           - Piece: I at Position: (0, 1) (Cost: 31, Heuristic: 30), victory
2025-03-06 12:49:01,883 - INFO -             [1]
2025-03-06 12:49:01,883 - INFO -             [1]
2025-03-06 12:49:01,883 - INFO -             [1]
2025-03-06 12:49:01,883 - INFO -           - Piece: I at Position: (1, 1) (Cost: 31, Heuristic: 30), victory
2025-03-06 12:49:01,883 - INFO -             [1]
2025-03-06 12:49:01,883 - INFO -             [1]
2025-03-06 12:49:01,883 - INFO -             [1]
2025-03-06 12:49:01,883 - INFO -           - Piece: I at Position: (2, 1) (Cost: 31, Heuristic: 30), victory
2025-03-06 12:49:01,884 - INFO -             [1]
2025-03-06 12:49:01,884 - INFO -             [1]
2025-03-06 12:49:01,884 - INFO -             [1]
2025-03-06 12:49:01,884 - INFO -         - Piece: L_180 at Position: (1, 0) (Cost: 29, Heuristic: 0), None
2025-03-06 12:49:01,884 - INFO -           [1, 1]
2025-03-06 12:49:01,884 - INFO -           [0, 1]
2025-03-06 12:49:01,885 - INFO -           [0, 1]
2025-03-06 12:49:01,885 - INFO -           - Piece: I at Position: (0, 4) (Cost: 26, Heuristic: 30), victory
2025-03-06 12:49:01,885 - INFO -             [1]
2025-03-06 12:49:01,885 - INFO -             [1]
2025-03-06 12:49:01,885 - INFO -             [1]
2025-03-06 12:49:01,885 - INFO -           - Piece: I at Position: (1, 4) (Cost: 31, Heuristic: 30), victory
2025-03-06 12:49:01,885 - INFO -             [1]
2025-03-06 12:49:01,885 - INFO -             [1]
2025-03-06 12:49:01,886 - INFO -             [1]
2025-03-06 12:49:01,886 - INFO -           - Piece: I at Position: (2, 4) (Cost: 31, Heuristic: 30), victory
2025-03-06 12:49:01,886 - INFO -             [1]
2025-03-06 12:49:01,886 - INFO -             [1]
2025-03-06 12:49:01,886 - INFO -             [1]
2025-03-06 12:49:01,886 - INFO -         - Piece: L_180 at Position: (1, 3) (Cost: 29, Heuristic: 0), None
2025-03-06 12:49:01,886 - INFO -           [1, 1]
2025-03-06 12:49:01,886 - INFO -           [0, 1]
2025-03-06 12:49:01,886 - INFO -           [0, 1]
2025-03-06 12:49:01,887 - INFO -           - Piece: I at Position: (0, 1) (Cost: 31, Heuristic: 30), victory
2025-03-06 12:49:01,887 - INFO -             [1]
2025-03-06 12:49:01,887 - INFO -             [1]
2025-03-06 12:49:01,887 - INFO -             [1]
2025-03-06 12:49:01,887 - INFO -           - Piece: I at Position: (1, 1) (Cost: 36, Heuristic: 30), victory
2025-03-06 12:49:01,887 - INFO -             [1]
2025-03-06 12:49:01,888 - INFO -             [1]
2025-03-06 12:49:01,888 - INFO -             [1]
2025-03-06 12:49:01,888 - INFO -           - Piece: I at Position: (2, 1) (Cost: 36, Heuristic: 30), victory
2025-03-06 12:49:01,888 - INFO -             [1]
2025-03-06 12:49:01,888 - INFO -             [1]
2025-03-06 12:49:01,888 - INFO -             [1]
2025-03-06 12:49:01,888 - INFO -       - Piece: L_180 at Position: (2, 3) (Cost: 43, Heuristic: 0), None
2025-03-06 12:49:01,888 - INFO -         [2, 1]
2025-03-06 12:49:01,889 - INFO -         [0, 1]
2025-03-06 12:49:01,889 - INFO -         [0, 1]
2025-03-06 12:49:01,889 - INFO -         - Piece: L_180 at Position: (1, 0) (Cost: 24, Heuristic: 0), None
2025-03-06 12:49:01,889 - INFO -           [1, 1]
2025-03-06 12:49:01,890 - INFO -           [0, 1]
2025-03-06 12:49:01,890 - INFO -           [0, 1]
2025-03-06 12:49:01,890 - INFO -           - Piece: I at Position: (2, 2) (Cost: 41, Heuristic: 30), victory
2025-03-06 12:49:01,890 - INFO -             [1]
2025-03-06 12:49:01,890 - INFO -             [1]
2025-03-06 12:49:01,890 - INFO -             [1]
2025-03-06 12:49:01,890 - INFO -         - Piece: L_180 at Position: (2, 1) (Cost: 59, Heuristic: 30), None
2025-03-06 12:49:01,891 - INFO -           [1, 1]
2025-03-06 12:49:01,891 - INFO -           [0, 1]
2025-03-06 12:49:01,891 - INFO -           [0, 1]
2025-03-06 12:49:01,891 - INFO -           - Piece: I at Position: (0, 1) (Cost: 31, Heuristic: 0), victory
2025-03-06 12:49:01,891 - INFO -             [1]
2025-03-06 12:49:01,891 - INFO -             [1]
2025-03-06 12:49:01,892 - INFO -             [1]
2025-03-06 12:49:01,892 - INFO -           - Piece: I at Position: (0, 3) (Cost: 31, Heuristic: 0), victory
2025-03-06 12:49:01,892 - INFO -             [1]
2025-03-06 12:49:01,892 - INFO -             [1]
2025-03-06 12:49:01,892 - INFO -             [1]
2025-03-06 12:49:01,892 - INFO -           - Piece: I at Position: (0, 4) (Cost: 71, Heuristic: 10), victory
2025-03-06 12:49:01,892 - INFO -             [1]
2025-03-06 12:49:01,892 - INFO -             [1]
2025-03-06 12:49:01,893 - INFO -             [1]
2025-03-06 12:49:01,893 - INFO -           - Piece: I at Position: (1, 0) (Cost: 46, Heuristic: 0), victory
2025-03-06 12:49:01,893 - INFO -             [1]
2025-03-06 12:49:01,893 - INFO -             [1]
2025-03-06 12:49:01,893 - INFO -             [1]
2025-03-06 12:49:01,893 - INFO -           - Piece: I at Position: (1, 1) (Cost: 36, Heuristic: 0), victory
2025-03-06 12:49:01,893 - INFO -             [1]
2025-03-06 12:49:01,893 - INFO -             [1]
2025-03-06 12:49:01,894 - INFO -             [1]
2025-03-06 12:49:01,894 - INFO -           - Piece: I at Position: (1, 3) (Cost: 36, Heuristic: 0), victory
2025-03-06 12:49:01,894 - INFO -             [1]
2025-03-06 12:49:01,894 - INFO -             [1]
2025-03-06 12:49:01,894 - INFO -             [1]
2025-03-06 12:49:01,895 - INFO -           - Piece: I at Position: (2, 0) (Cost: 46, Heuristic: 0), victory
2025-03-06 12:49:01,895 - INFO -             [1]
2025-03-06 12:49:01,895 - INFO -             [1]
2025-03-06 12:49:01,895 - INFO -             [1]
2025-03-06 12:49:01,896 - INFO -           - Piece: I at Position: (2, 1) (Cost: 36, Heuristic: 0), victory
2025-03-06 12:49:01,896 - INFO -             [1]
2025-03-06 12:49:01,896 - INFO -             [1]
2025-03-06 12:49:01,897 - INFO -             [1]
2025-03-06 12:49:01,897 - INFO -           - Piece: I at Position: (2, 3) (Cost: 36, Heuristic: 0), victory
2025-03-06 12:49:01,897 - INFO -             [1]
2025-03-06 12:49:01,897 - INFO -             [1]
2025-03-06 12:49:01,897 - INFO -             [1]
2025-03-06 12:49:01,897 - INFO -     - Piece: Z at Position: (0, 1) (Cost: 27, Heuristic: 0), None
2025-03-06 12:49:01,898 - INFO -       [1, 1, 0]
2025-03-06 12:49:01,898 - INFO -       [0, 1, 1]
2025-03-06 12:49:01,898 - INFO -       - Piece: L_180 at Position: (0, 3) (Cost: 13, Heuristic: 0), None
2025-03-06 12:49:01,898 - INFO -         [2, 1]
2025-03-06 12:49:01,898 - INFO -         [0, 1]
2025-03-06 12:49:01,898 - INFO -         [0, 1]
2025-03-06 12:49:01,898 - INFO -         - Piece: L_180 at Position: (2, 2) (Cost: 34, Heuristic: 20), None
2025-03-06 12:49:01,899 - INFO -           [1, 1]
2025-03-06 12:49:01,899 - INFO -           [0, 1]
2025-03-06 12:49:01,899 - INFO -           [0, 1]
2025-03-06 12:49:01,899 - INFO -           - Piece: I at Position: (0, 0) (Cost: 31, Heuristic: 20), victory
2025-03-06 12:49:01,899 - INFO -             [1]
2025-03-06 12:49:01,899 - INFO -             [1]
2025-03-06 12:49:01,900 - INFO -             [1]
2025-03-06 12:49:01,900 - INFO -           - Piece: I at Position: (1, 0) (Cost: 16, Heuristic: 0), victory
2025-03-06 12:49:01,900 - INFO -             [1]
2025-03-06 12:49:01,900 - INFO -             [1]
2025-03-06 12:49:01,900 - INFO -             [1]
2025-03-06 12:49:01,900 - INFO -           - Piece: I at Position: (2, 0) (Cost: 16, Heuristic: 0), victory
2025-03-06 12:49:01,900 - INFO -             [1]
2025-03-06 12:49:01,900 - INFO -             [1]
2025-03-06 12:49:01,901 - INFO -             [1]
2025-03-06 12:49:01,901 - INFO -           - Piece: I at Position: (2, 2) (Cost: 46, Heuristic: 10), victory
2025-03-06 12:49:01,901 - INFO -             [1]
2025-03-06 12:49:01,901 - INFO -             [1]
2025-03-06 12:49:01,901 - INFO -             [1]
2025-03-06 12:49:01,901 - INFO -           - Piece: I at Position: (2, 4) (Cost: 46, Heuristic: 10), victory
2025-03-06 12:49:01,901 - INFO -             [1]
2025-03-06 12:49:01,901 - INFO -             [1]
2025-03-06 12:49:01,902 - INFO -             [1]
2025-03-06 12:49:01,902 - INFO -       - Piece: L_180 at Position: (2, 2) (Cost: 23, Heuristic: 0), None
2025-03-06 12:49:01,902 - INFO -         [2, 1]
2025-03-06 12:49:01,902 - INFO -         [0, 1]
2025-03-06 12:49:01,902 - INFO -         [0, 1]
2025-03-06 12:49:01,902 - INFO -         - Piece: L_180 at Position: (0, 3) (Cost: 34, Heuristic: 30), None
2025-03-06 12:49:01,902 - INFO -           [1, 1]
2025-03-06 12:49:01,902 - INFO -           [0, 1]
2025-03-06 12:49:01,902 - INFO -           [0, 1]
2025-03-06 12:49:01,903 - INFO -           - Piece: I at Position: (0, 0) (Cost: 31, Heuristic: 10), victory
2025-03-06 12:49:01,903 - INFO -             [1]
2025-03-06 12:49:01,903 - INFO -             [1]
2025-03-06 12:49:01,903 - INFO -             [1]
2025-03-06 12:49:01,903 - INFO -           - Piece: I at Position: (1, 0) (Cost: 16, Heuristic: 0), victory
2025-03-06 12:49:01,903 - INFO -             [1]
2025-03-06 12:49:01,903 - INFO -             [1]
2025-03-06 12:49:01,903 - INFO -             [1]
2025-03-06 12:49:01,904 - INFO -           - Piece: I at Position: (2, 0) (Cost: 16, Heuristic: 0), victory
2025-03-06 12:49:01,904 - INFO -             [1]
2025-03-06 12:49:01,904 - INFO -             [1]
2025-03-06 12:49:01,904 - INFO -             [1]
2025-03-06 12:49:01,905 - INFO -           - Piece: I at Position: (2, 2) (Cost: 46, Heuristic: 10), victory
2025-03-06 12:49:01,905 - INFO -             [1]
2025-03-06 12:49:01,905 - INFO -             [1]
2025-03-06 12:49:01,905 - INFO -             [1]
2025-03-06 12:49:01,905 - INFO -           - Piece: I at Position: (2, 4) (Cost: 46, Heuristic: 10), victory
2025-03-06 12:49:01,905 - INFO -             [1]
2025-03-06 12:49:01,905 - INFO -             [1]
2025-03-06 12:49:01,906 - INFO -             [1]
2025-03-06 12:49:01,906 - INFO -       - Piece: L_180 at Position: (2, 3) (Cost: 13, Heuristic: 0), defeat
2025-03-06 12:49:01,906 - INFO -         [2, 1]
2025-03-06 12:49:01,906 - INFO -         [0, 1]
2025-03-06 12:49:01,906 - INFO -         [0, 1]
2025-03-06 12:49:01,906 - INFO -     - Piece: Z at Position: (0, 2) (Cost: 22, Heuristic: 0), None
2025-03-06 12:49:01,906 - INFO -       [1, 1, 0]
2025-03-06 12:49:01,906 - INFO -       [0, 1, 1]
2025-03-06 12:49:01,907 - INFO -       - Piece: L_180 at Position: (1, 1) (Cost: 13, Heuristic: 0), None
2025-03-06 12:49:01,907 - INFO -         [2, 1]
2025-03-06 12:49:01,907 - INFO -         [0, 1]
2025-03-06 12:49:01,907 - INFO -         [0, 1]
2025-03-06 12:49:01,907 - INFO -         - Piece: L_180 at Position: (2, 3) (Cost: 34, Heuristic: 20), None
2025-03-06 12:49:01,907 - INFO -           [1, 1]
2025-03-06 12:49:01,907 - INFO -           [0, 1]
2025-03-06 12:49:01,907 - INFO -           [0, 1]
2025-03-06 12:49:01,907 - INFO -           - Piece: I at Position: (0, 0) (Cost: 36, Heuristic: 20), victory
2025-03-06 12:49:01,908 - INFO -             [1]
2025-03-06 12:49:01,908 - INFO -             [1]
2025-03-06 12:49:01,908 - INFO -             [1]
2025-03-06 12:49:01,908 - INFO -           - Piece: I at Position: (1, 0) (Cost: 36, Heuristic: 20), victory
2025-03-06 12:49:01,908 - INFO -             [1]
2025-03-06 12:49:01,908 - INFO -             [1]
2025-03-06 12:49:01,908 - INFO -             [1]
2025-03-06 12:49:01,908 - INFO -           - Piece: I at Position: (2, 0) (Cost: 16, Heuristic: 0), victory
2025-03-06 12:49:01,909 - INFO -             [1]
2025-03-06 12:49:01,909 - INFO -             [1]
2025-03-06 12:49:01,909 - INFO -             [1]
2025-03-06 12:49:01,909 - INFO -           - Piece: I at Position: (2, 3) (Cost: 46, Heuristic: 10), victory
2025-03-06 12:49:01,909 - INFO -             [1]
2025-03-06 12:49:01,909 - INFO -             [1]
2025-03-06 12:49:01,910 - INFO -             [1]
2025-03-06 12:49:01,910 - INFO -       - Piece: L_180 at Position: (2, 2) (Cost: 33, Heuristic: 10), None
2025-03-06 12:49:01,910 - INFO -         [2, 1]
2025-03-06 12:49:01,910 - INFO -         [0, 1]
2025-03-06 12:49:01,910 - INFO -         [0, 1]
2025-03-06 12:49:01,910 - INFO -         - Piece: L_180 at Position: (1, 2) (Cost: 14, Heuristic: 0), None
2025-03-06 12:49:01,910 - INFO -           [1, 1]
2025-03-06 12:49:01,910 - INFO -           [0, 1]
2025-03-06 12:49:01,911 - INFO -           [0, 1]
2025-03-06 12:49:01,911 - INFO -           - Piece: I at Position: (2, 4) (Cost: 36, Heuristic: 30), victory
2025-03-06 12:49:01,911 - INFO -             [1]
2025-03-06 12:49:01,911 - INFO -             [1]
2025-03-06 12:49:01,911 - INFO -             [1]
2025-03-06 12:49:01,911 - INFO -         - Piece: L_180 at Position: (2, 3) (Cost: 59, Heuristic: 30), None
2025-03-06 12:49:01,912 - INFO -           [1, 1]
2025-03-06 12:49:01,912 - INFO -           [0, 1]
2025-03-06 12:49:01,912 - INFO -           [0, 1]
2025-03-06 12:49:01,913 - INFO -           - Piece: I at Position: (0, 0) (Cost: 36, Heuristic: 0), victory
2025-03-06 12:49:01,913 - INFO -             [1]
2025-03-06 12:49:01,913 - INFO -             [1]
2025-03-06 12:49:01,913 - INFO -             [1]
2025-03-06 12:49:01,914 - INFO -           - Piece: I at Position: (0, 1) (Cost: 81, Heuristic: 10), victory
2025-03-06 12:49:01,914 - INFO -             [1]
2025-03-06 12:49:01,914 - INFO -             [1]
2025-03-06 12:49:01,914 - INFO -             [1]
2025-03-06 12:49:01,914 - INFO -           - Piece: I at Position: (0, 3) (Cost: 31, Heuristic: 0), victory
2025-03-06 12:49:01,915 - INFO -             [1]
2025-03-06 12:49:01,915 - INFO -             [1]
2025-03-06 12:49:01,915 - INFO -             [1]
2025-03-06 12:49:01,915 - INFO -           - Piece: I at Position: (1, 0) (Cost: 36, Heuristic: 0), victory
2025-03-06 12:49:01,915 - INFO -             [1]
2025-03-06 12:49:01,915 - INFO -             [1]
2025-03-06 12:49:01,915 - INFO -             [1]
2025-03-06 12:49:01,916 - INFO -           - Piece: I at Position: (1, 2) (Cost: 36, Heuristic: 0), victory
2025-03-06 12:49:01,916 - INFO -             [1]
2025-03-06 12:49:01,916 - INFO -             [1]
2025-03-06 12:49:01,916 - INFO -             [1]
2025-03-06 12:49:01,916 - INFO -           - Piece: I at Position: (1, 3) (Cost: 31, Heuristic: 0), victory
2025-03-06 12:49:01,916 - INFO -             [1]
2025-03-06 12:49:01,916 - INFO -             [1]
2025-03-06 12:49:01,916 - INFO -             [1]
2025-03-06 12:49:01,917 - INFO -           - Piece: I at Position: (2, 0) (Cost: 41, Heuristic: 0), victory
2025-03-06 12:49:01,917 - INFO -             [1]
2025-03-06 12:49:01,917 - INFO -             [1]
2025-03-06 12:49:01,917 - INFO -             [1]
2025-03-06 12:49:01,917 - INFO -           - Piece: I at Position: (2, 2) (Cost: 41, Heuristic: 0), victory
2025-03-06 12:49:01,917 - INFO -             [1]
2025-03-06 12:49:01,917 - INFO -             [1]
2025-03-06 12:49:01,917 - INFO -             [1]
2025-03-06 12:49:01,917 - INFO -           - Piece: I at Position: (2, 3) (Cost: 36, Heuristic: 0), victory
2025-03-06 12:49:01,918 - INFO -             [1]
2025-03-06 12:49:01,918 - INFO -             [1]
2025-03-06 12:49:01,918 - INFO -             [1]
2025-03-06 12:49:01,918 - INFO -       - Piece: L_180 at Position: (2, 3) (Cost: 18, Heuristic: 0), None
2025-03-06 12:49:01,918 - INFO -         [2, 1]
2025-03-06 12:49:01,918 - INFO -         [0, 1]
2025-03-06 12:49:01,918 - INFO -         [0, 1]
2025-03-06 12:49:01,919 - INFO -         - Piece: L_180 at Position: (1, 1) (Cost: 34, Heuristic: 30), None
2025-03-06 12:49:01,924 - INFO -           [1, 1]
2025-03-06 12:49:01,924 - INFO -           [0, 1]
2025-03-06 12:49:01,924 - INFO -           [0, 1]
2025-03-06 12:49:01,924 - INFO -           - Piece: I at Position: (0, 0) (Cost: 36, Heuristic: 10), victory
2025-03-06 12:49:01,924 - INFO -             [1]
2025-03-06 12:49:01,925 - INFO -             [1]
2025-03-06 12:49:01,925 - INFO -             [1]
2025-03-06 12:49:01,925 - INFO -           - Piece: I at Position: (1, 0) (Cost: 36, Heuristic: 10), victory
2025-03-06 12:49:01,925 - INFO -             [1]
2025-03-06 12:49:01,925 - INFO -             [1]
2025-03-06 12:49:01,925 - INFO -             [1]
2025-03-06 12:49:01,926 - INFO -           - Piece: I at Position: (2, 0) (Cost: 16, Heuristic: 0), victory
2025-03-06 12:49:01,926 - INFO -             [1]
2025-03-06 12:49:01,926 - INFO -             [1]
2025-03-06 12:49:01,926 - INFO -             [1]
2025-03-06 12:49:01,926 - INFO -           - Piece: I at Position: (2, 3) (Cost: 46, Heuristic: 10), victory
2025-03-06 12:49:01,926 - INFO -             [1]
2025-03-06 12:49:01,926 - INFO -             [1]
2025-03-06 12:49:01,926 - INFO -             [1]
2025-03-06 12:49:01,927 - INFO -     - Piece: Z at Position: (1, 1) (Cost: 37, Heuristic: 0), None
2025-03-06 12:49:01,927 - INFO -       [1, 1, 0]
2025-03-06 12:49:01,927 - INFO -       [0, 1, 1]
2025-03-06 12:49:01,927 - INFO -       - Piece: L_180 at Position: (0, 3) (Cost: 43, Heuristic: 20), None
2025-03-06 12:49:01,927 - INFO -         [2, 1]
2025-03-06 12:49:01,927 - INFO -         [0, 1]
2025-03-06 12:49:01,927 - INFO -         [0, 1]
2025-03-06 12:49:01,927 - INFO -         - Piece: L_180 at Position: (2, 1) (Cost: 29, Heuristic: 0), None
2025-03-06 12:49:01,927 - INFO -           [1, 1]
2025-03-06 12:49:01,928 - INFO -           [0, 1]
2025-03-06 12:49:01,928 - INFO -           [0, 1]
2025-03-06 12:49:01,928 - INFO -           - Piece: I at Position: (0, 0) (Cost: 16, Heuristic: 0), victory
2025-03-06 12:49:01,929 - INFO -             [1]
2025-03-06 12:49:01,929 - INFO -             [1]
2025-03-06 12:49:01,929 - INFO -             [1]
2025-03-06 12:49:01,930 - INFO -           - Piece: I at Position: (1, 0) (Cost: 16, Heuristic: 0), victory
2025-03-06 12:49:01,930 - INFO -             [1]
2025-03-06 12:49:01,930 - INFO -             [1]
2025-03-06 12:49:01,930 - INFO -             [1]
2025-03-06 12:49:01,931 - INFO -           - Piece: I at Position: (1, 3) (Cost: 21, Heuristic: 0), victory
2025-03-06 12:49:01,931 - INFO -             [1]
2025-03-06 12:49:01,931 - INFO -             [1]
2025-03-06 12:49:01,931 - INFO -             [1]
2025-03-06 12:49:01,932 - INFO -           - Piece: I at Position: (2, 0) (Cost: 16, Heuristic: 0), victory
2025-03-06 12:49:01,932 - INFO -             [1]
2025-03-06 12:49:01,932 - INFO -             [1]
2025-03-06 12:49:01,932 - INFO -             [1]
2025-03-06 12:49:01,932 - INFO -           - Piece: I at Position: (2, 3) (Cost: 21, Heuristic: 0), victory
2025-03-06 12:49:01,932 - INFO -             [1]
2025-03-06 12:49:01,933 - INFO -             [1]
2025-03-06 12:49:01,933 - INFO -             [1]
2025-03-06 12:49:01,933 - INFO -           - Piece: I at Position: (2, 4) (Cost: 41, Heuristic: 10), victory
2025-03-06 12:49:01,933 - INFO -             [1]
2025-03-06 12:49:01,933 - INFO -             [1]
2025-03-06 12:49:01,933 - INFO -             [1]
2025-03-06 12:49:01,933 - INFO -         - Piece: L_180 at Position: (2, 2) (Cost: 24, Heuristic: 0), None
2025-03-06 12:49:01,933 - INFO -           [1, 1]
2025-03-06 12:49:01,934 - INFO -           [0, 1]
2025-03-06 12:49:01,934 - INFO -           [0, 1]
2025-03-06 12:49:01,934 - INFO -           - Piece: I at Position: (0, 0) (Cost: 11, Heuristic: 0), victory
2025-03-06 12:49:01,934 - INFO -             [1]
2025-03-06 12:49:01,934 - INFO -             [1]
2025-03-06 12:49:01,935 - INFO -             [1]
2025-03-06 12:49:01,935 - INFO -           - Piece: I at Position: (1, 0) (Cost: 11, Heuristic: 0), victory
2025-03-06 12:49:01,935 - INFO -             [1]
2025-03-06 12:49:01,935 - INFO -             [1]
2025-03-06 12:49:01,935 - INFO -             [1]
